,saleprice,sqfttotliving,yrbuilt,yrrenovated,bedrooms,zipcode,sqfttotbasement,sqftfinbasement,sqftopenporch,sqftenclosedporch,sqftdeck,heatsystem,bathhalfcount,bath3qtrcount,bathfullcount,condition,sqftgarageattached,bldggrade,finbasementgrade,inadequateparking,township,trafficnoise
20535,415000,2180,2007,0,4,98042,0,0,130,0,0,5,1,0,2,3,600,7,0,0,21,0
20536,709000,1430,2001,0,3,98117,540,250,0,0,0,5,1,2,1,3,0,8,8,2,26,0
20537,710000,1760,1979,0,2,98008,0,0,0,0,390,5,0,1,2,4,500,9,0,2,25,0
20538,336333,910,1955,0,3,98178,0,0,0,0,0,1,0,0,1,3,0,6,0,0,23,1
20539,1040000,1470,1928,0,4,98103,800,0,40,0,0,5,0,0,2,5,0,8,0,2,25,0
20540,350000,340,1986,0,0,98065,0,0,140,0,0,0,0,1,0,3,0,4,0,2,24,0
20541,559950,2050,1977,0,4,98058,750,750,0,0,540,5,0,2,1,5,400,8,8,0,23,0
20542,725000,2020,1962,0,3,98136,1220,800,0,0,170,5,0,1,1,3,0,8,7,0,24,0
20543,995000,3480,2003,0,5,98027,960,960,80,0,210,5,1,0,3,3,450,9,9,2,24,0
20544,312628,1360,1961,2018,3,98146,0,0,0,0,0,5,0,0,2,3,380,7,0,2,23,1
20545,775000,1490,1955,0,3,98007,0,0,0,0,0,5,0,1,1,3,0,7,0,2,24,0
20546,849950,3500,1990,0,4,98056,910,910,0,0,40,5,1,1,2,3,550,8,8,2,24,0
20547,430000,1800,1986,0,3,98030,0,0,100,0,0,5,1,1,1,4,540,8,0,0,22,0
20548,765000,2980,1907,2018,6,98118,1190,1190,120,0,0,5,0,2,2,3,0,8,8,2,23,0
20549,475000,1290,1957,0,4,98146,0,0,0,0,0,5,0,0,1,4,270,7,0,2,23,0
20550,743000,1220,1968,0,4,98033,0,0,140,0,0,5,0,1,1,3,500,7,0,2,25,0
20552,610000,2010,1916,1995,4,98038,0,0,50,0,0,5,0,1,1,4,0,7,0,0,22,1
20553,580000,1580,1978,0,3,98092,0,0,200,340,0,4,0,1,1,4,0,8,0,0,21,0
20554,1183000,2690,1994,0,4,98052,0,0,160,0,170,5,0,1,2,3,660,10,0,2,26,0
20555,956000,2670,1983,0,4,98074,0,0,290,0,0,5,1,1,1,3,720,10,0,0,25,0
20556,962000,2920,2005,0,5,98075,0,0,30,0,0,5,1,0,2,3,700,8,0,2,24,0
20557,340000,2980,1983,0,4,98003,1490,1490,290,0,60,5,0,1,2,3,1200,7,6,0,21,0
20558,430000,1160,1998,0,2,98106,540,0,0,0,0,5,1,0,2,3,0,7,0,0,24,0
20559,645000,2060,1989,0,4,98019,0,0,160,0,120,5,1,0,2,5,440,7,0,0,26,0
20560,585000,1980,1984,0,3,98028,0,0,0,0,0,5,1,1,1,3,520,7,0,2,26,0
20561,365000,1750,1978,0,3,98023,700,410,0,0,135,5,1,1,1,4,240,8,8,2,21,0
20562,619000,2090,1996,0,4,98059,0,0,0,0,0,5,1,0,2,3,590,8,0,0,23,0
20563,345000,1480,1979,0,3,98003,0,0,0,0,0,5,0,1,1,3,480,8,0,2,21,0
20565,461000,1430,1979,0,3,98014,910,450,25,0,380,4,0,1,1,3,0,7,6,2,25,0
20566,853000,2360,1959,0,4,98117,1490,870,40,0,0,5,1,1,1,4,0,8,7,2,26,0
20567,945000,2490,1991,0,4,98074,0,0,70,0,0,5,1,0,2,3,520,8,0,0,25,0
20568,1205000,3120,1992,0,4,98075,0,0,70,0,0,5,0,0,3,3,830,10,0,2,24,0
20569,1200000,3390,2005,0,4,98027,0,0,40,0,0,5,2,0,2,3,790,11,0,0,24,0
20570,790000,1740,1913,0,5,98103,1060,0,50,0,0,5,0,1,1,3,0,7,0,2,25,0
20571,313000,1020,1960,0,3,98023,0,0,0,0,0,1,1,0,1,5,0,6,0,2,21,0
20572,369000,1380,1941,0,3,98168,750,300,0,0,200,5,0,1,1,3,0,6,5,2,23,1
20573,900000,1780,1929,0,4,98118,880,880,40,0,0,5,0,0,2,4,0,6,5,2,24,2
20574,620000,2300,1955,0,4,98155,1420,820,0,0,140,5,1,0,1,3,0,7,6,0,26,0
20575,275000,840,1948,0,2,98146,0,0,0,0,0,5,0,0,1,5,0,7,0,0,23,0
20576,770500,2410,1949,0,5,98125,0,0,0,0,220,5,0,1,1,3,0,7,0,0,26,0
20577,620880,1900,2019,0,3,98045,0,0,110,0,0,5,1,2,0,3,660,8,0,2,23,0
20578,826000,1310,1921,0,2,98118,670,250,210,50,0,7,0,1,1,4,0,7,6,2,24,0
20579,215000,980,1969,0,3,98092,0,0,0,0,0,4,0,0,1,3,0,6,0,0,21,0
20580,975000,2380,2001,0,5,98074,0,0,0,0,0,5,0,1,2,3,460,9,0,0,25,0
20581,510000,1630,1995,0,3,98045,1030,570,0,0,110,5,0,0,3,4,0,7,7,2,23,0
20582,565000,1330,1979,0,3,98028,0,0,0,0,100,8,0,1,1,5,480,7,0,2,26,0
20583,780000,1400,1908,0,2,98115,700,700,100,0,0,5,0,0,2,5,0,6,5,2,25,1
20584,1405000,1930,1931,0,3,98112,1130,0,40,0,290,5,0,0,2,4,240,8,0,2,25,0
20585,1000000,1560,1968,0,4,98052,0,0,0,0,0,5,0,0,2,3,500,7,0,2,25,0
20586,578000,1550,1980,0,3,98011,0,0,0,0,190,5,1,1,1,3,440,8,0,2,26,0
20587,492000,1870,1961,0,3,98092,0,0,400,150,0,4,0,1,1,5,0,7,0,0,21,2
20588,146699,1010,2007,0,1,98126,260,60,50,0,50,5,1,0,1,3,0,7,7,0,24,0
20589,930000,2830,1975,0,5,98052,1500,1200,0,0,100,5,1,1,2,4,180,8,7,0,25,0
20590,900000,2100,1982,0,4,98033,0,0,200,0,100,5,1,1,1,3,440,8,0,2,26,0
20591,520000,1280,1970,0,3,98056,0,0,0,0,0,4,1,0,1,5,480,7,0,2,24,0
20592,430000,1640,1944,0,3,98166,820,820,560,0,0,4,0,0,2,3,0,6,6,2,23,0
20593,470000,950,1950,0,2,98133,0,0,0,0,0,5,0,0,1,3,0,7,0,0,26,0
20594,499000,1530,1975,0,3,98059,970,460,0,0,80,5,0,0,2,4,0,7,6,0,23,0
20595,450000,970,1900,0,3,98027,0,0,60,0,0,4,0,0,1,4,0,5,0,0,24,0
20596,375000,1200,1942,0,2,98056,0,0,0,0,0,4,0,0,1,5,0,5,0,0,23,0
20597,1400000,2510,1969,0,5,98008,1580,880,0,0,220,5,0,1,2,5,0,8,8,0,24,0
20598,415000,1420,1944,0,4,98178,0,0,0,0,0,5,0,0,1,4,0,6,0,0,23,0
20599,630000,3020,1987,0,3,98058,0,0,50,0,656,7,1,0,2,3,550,9,0,2,23,0
20600,856000,1750,1957,0,3,98008,1110,600,0,0,0,5,0,1,1,3,0,7,6,0,24,0
20601,1075000,2780,1955,0,4,98125,3180,1590,0,0,620,5,0,1,2,3,400,8,8,0,26,0
20602,700000,1390,1900,0,3,98122,810,0,60,0,0,5,1,0,1,3,0,8,0,2,24,0
20603,430000,1530,1993,0,3,98031,0,0,0,0,200,5,1,0,2,3,620,8,0,2,22,0
20604,1010000,1830,1902,2009,3,98103,0,0,50,0,160,5,1,0,2,3,0,8,0,2,25,0
20605,549950,1510,1959,0,3,98055,0,0,60,0,0,5,0,1,1,4,0,7,0,2,23,0
20606,529950,2350,2003,0,4,98038,0,0,40,0,0,5,1,0,2,3,630,8,0,2,22,0
20607,1295000,1420,1960,0,3,98033,0,0,0,0,0,4,0,1,1,5,0,7,0,2,25,0
20608,1587000,2930,2000,0,3,98103,0,0,130,0,180,5,1,0,2,3,400,9,0,2,25,0
20609,885000,1380,1951,2019,3,98107,0,0,60,0,0,4,0,0,2,3,0,7,0,2,25,0
20610,307000,1010,1969,0,4,98042,0,0,96,0,0,5,0,0,1,5,290,6,0,2,22,0
20611,413000,830,1942,0,3,98126,0,0,0,0,0,1,0,0,1,3,0,6,0,0,23,0
20612,325000,1120,2006,0,2,98055,620,0,30,0,110,5,1,0,2,3,0,8,0,0,23,0
20613,1950000,2600,1970,2014,3,98122,670,670,50,0,720,5,0,0,2,3,420,10,9,2,25,0
20614,1460000,2240,1966,0,4,98005,0,0,0,0,390,5,1,1,1,5,480,8,0,2,25,0
20615,628000,1920,1994,0,4,98028,0,0,0,0,0,5,1,0,2,3,440,7,0,2,26,0
20616,380000,1090,1968,0,3,98198,0,0,0,0,0,5,1,0,1,4,0,6,0,2,22,0
20617,670000,2070,1994,0,4,98045,0,0,0,0,190,5,0,1,2,3,640,8,0,2,23,0
20618,580000,2390,1983,0,3,98056,1510,780,0,0,240,5,0,1,2,5,0,7,7,0,23,0
20619,821000,1550,1908,2006,3,98117,730,730,70,0,50,5,0,0,2,4,0,8,7,0,25,0
20620,785000,3820,1975,0,3,98027,2250,1570,170,0,600,5,1,1,2,4,0,9,8,0,23,0
20621,1141400,2520,1955,2004,4,98006,1080,800,140,0,0,5,1,0,2,3,210,8,6,0,24,0
20622,594000,2500,1959,0,4,98177,1350,1150,0,0,240,5,0,2,1,3,480,8,8,0,26,1
20623,750000,1650,2003,0,3,98053,0,0,90,0,0,5,1,0,2,3,0,7,0,2,25,0
20624,374950,1780,1979,0,4,98001,960,720,0,0,280,5,0,1,2,3,160,7,7,2,21,0
20625,655000,1240,1940,0,3,98117,1240,0,0,0,0,5,0,0,1,3,0,7,0,0,25,0
20626,1117000,3480,2004,0,3,98107,1350,1350,190,0,0,5,0,1,1,3,0,9,7,2,25,0
20627,380000,1460,2005,0,3,98055,0,0,30,0,0,5,1,0,2,3,440,7,0,2,23,0
20628,1200000,3290,1959,0,4,98006,1270,1270,60,0,0,5,0,1,2,5,610,8,8,2,24,0
20629,719000,1740,2001,0,3,98122,700,340,0,0,70,3,1,1,2,3,0,8,8,2,25,2
20630,587500,1250,1959,0,4,98133,0,0,240,0,320,4,0,0,2,4,0,7,0,0,26,0
20631,650000,2730,1980,0,4,98019,1560,990,70,0,790,4,1,0,2,4,0,7,7,2,26,0
20632,505000,2470,2003,0,4,98038,0,0,130,0,0,5,1,0,2,3,560,8,0,0,22,0
20633,1105000,3520,1997,0,4,98075,0,0,110,0,0,5,0,1,2,3,710,10,0,2,24,0
20634,502000,1610,1989,0,3,98014,0,0,0,0,80,4,0,1,1,3,440,7,0,2,26,0
20635,1005000,2490,1927,0,4,98144,960,600,50,0,0,5,0,1,1,4,0,8,7,2,24,0
20636,180000,1180,1967,0,3,98003,0,0,100,0,0,5,0,0,1,4,480,7,0,2,21,0
20637,995200,1970,2016,0,3,98116,0,0,0,0,350,7,1,1,1,3,190,9,0,2,24,0
20638,493000,2750,2005,0,4,98042,0,0,90,0,120,5,1,0,2,3,680,8,0,2,22,0
20639,389230,960,1958,0,3,98146,0,0,0,0,0,7,0,0,1,3,310,6,0,2,23,1
20640,579000,3140,1999,0,5,98058,0,0,150,0,0,5,0,0,3,3,470,8,0,2,23,0
20641,460000,1440,1955,0,3,98032,0,0,54,50,0,5,0,1,1,5,0,7,0,0,22,0
20642,479000,1740,1992,0,3,98038,0,0,0,0,0,5,1,0,2,3,620,7,0,0,22,0
20643,975150,2060,1959,1998,4,98008,0,0,0,0,0,5,1,0,2,4,510,7,0,0,25,1
20644,440000,2380,2006,0,4,98038,0,0,70,0,0,5,1,0,2,3,440,8,0,2,22,0
20645,1090000,3460,1975,0,5,98074,1370,1030,0,0,630,1,1,1,2,4,490,9,9,0,25,0
20646,320000,720,1953,0,2,98168,0,0,0,0,0,5,1,1,0,3,0,6,0,2,23,0
20647,480000,2260,2005,0,4,98042,0,0,20,0,0,5,1,0,2,4,400,7,0,2,22,0
20648,789000,2250,1996,0,5,98144,1350,900,0,0,60,5,0,0,3,3,80,7,7,2,24,0
20649,895000,2680,1984,0,4,98028,1190,700,220,0,0,5,1,1,0,3,510,9,9,2,26,0
20650,695000,1990,1994,0,5,98133,1230,700,0,0,340,5,0,2,1,3,0,8,7,2,26,0
20651,1600000,2310,1968,0,4,98005,1810,450,50,0,530,5,0,2,1,5,0,9,8,2,24,0
20652,415000,830,1947,0,2,98155,830,0,0,0,370,5,0,0,1,4,0,6,0,2,26,1
20653,925000,1900,1921,0,3,98112,570,570,90,100,0,5,0,1,1,4,0,7,7,0,25,1
20654,500000,1830,1960,0,4,98198,1230,600,50,0,130,5,1,1,1,3,0,7,6,0,22,0
20655,294000,930,1969,0,3,98042,0,0,0,0,0,5,0,0,1,3,460,7,0,2,21,0
20656,507450,3058,2007,0,4,98001,0,0,98,0,80,5,1,0,2,3,548,8,0,2,21,0
20657,640000,2670,1978,0,5,98077,0,0,280,0,370,5,1,1,1,4,680,8,0,2,26,0
20658,1468000,2210,1964,0,4,98040,0,0,180,0,600,5,1,1,1,4,570,9,0,2,24,0
20659,519000,1920,2001,0,2,98023,0,0,50,0,0,5,1,1,1,3,680,7,0,2,21,0
20660,399950,870,1952,2019,3,98178,0,0,0,0,0,5,0,0,1,3,310,7,0,0,23,0
20661,739000,2590,1968,0,4,98027,1270,1270,0,0,430,5,0,1,2,4,0,8,8,0,24,0
20662,1362500,2400,2011,0,3,98122,0,0,220,0,0,6,1,0,3,3,300,9,0,2,25,2
20663,420000,1550,1962,0,4,98092,1050,500,0,0,60,5,1,0,1,3,0,6,6,2,21,0
20664,922000,1730,2002,0,3,98052,0,0,0,0,0,5,1,0,2,3,360,9,0,0,25,0
20665,566617,870,1951,0,2,98107,0,0,40,0,0,5,0,0,1,4,0,7,0,1,25,0
20666,396000,1190,1998,0,3,98022,940,0,0,120,500,5,0,0,2,3,0,6,0,2,21,0
20667,975000,2280,1989,0,4,98103,1350,870,0,0,100,5,0,1,2,3,0,8,8,2,26,0
20668,995000,1580,1918,0,2,98119,360,360,60,0,200,5,1,1,1,5,0,8,7,2,25,0
20669,313000,860,1955,0,2,98108,0,0,50,0,0,4,0,0,1,3,280,6,0,0,24,2
20670,345000,1930,1912,0,5,98030,0,0,230,0,0,4,0,0,3,5,0,7,0,0,22,0
20671,700000,1610,1941,0,4,98115,900,710,50,0,80,4,0,1,1,3,0,7,6,0,26,0
20672,494000,1510,1962,0,4,98056,0,0,460,0,180,5,0,0,2,5,520,7,0,0,23,0
20673,360000,1775,1966,0,4,98002,0,0,480,0,0,5,0,1,1,4,303,8,0,2,21,0
20674,475000,1300,1960,0,3,98106,0,0,0,0,0,5,0,1,1,4,0,7,0,0,24,2
20675,352500,1450,1984,0,3,98023,540,260,0,0,0,4,1,1,1,3,230,7,7,2,21,0
20676,615000,2580,1968,0,4,98072,1280,1280,0,0,220,5,0,0,2,3,400,7,6,2,26,0
20677,1085000,2400,1915,0,3,98119,840,640,160,160,210,6,1,1,1,5,0,8,7,2,25,1
20678,505000,1230,1980,0,3,98045,0,0,120,0,0,5,0,1,1,5,280,7,0,2,23,0
20679,320000,1540,1994,0,3,98001,970,530,0,0,80,4,0,0,2,3,0,7,6,2,21,0
20680,605000,1930,1959,0,3,98155,1060,790,0,0,560,5,0,1,1,4,0,7,7,0,26,1
20681,312000,1530,1968,0,3,98001,760,760,50,0,0,5,0,1,1,4,480,7,7,2,21,0
20682,595000,340,1936,0,1,98108,0,0,0,0,0,0,0,1,0,4,0,4,0,0,24,0
20683,510000,1430,1976,0,3,98056,0,0,0,0,0,7,1,0,2,3,480,7,0,0,23,0
20684,1300000,4370,1988,0,4,98045,1430,1430,70,0,0,4,0,0,3,3,0,10,9,2,23,0
20685,380000,1330,1996,0,3,98030,430,430,0,0,0,5,0,1,1,4,480,7,7,0,22,0
20686,479000,1060,1965,0,3,98014,0,0,340,0,580,5,1,0,1,3,0,7,0,2,26,0
20687,2100000,3040,1905,2011,6,98122,920,920,140,0,0,3,0,1,3,3,0,9,8,2,25,0
20688,368000,1410,1943,0,4,98168,0,0,0,0,0,4,0,1,2,3,0,6,0,2,23,0
20689,620000,1540,2000,0,3,98065,0,0,30,0,0,5,1,0,2,4,0,7,0,0,24,0
20690,999950,3360,1998,0,4,98077,0,0,70,0,540,5,1,0,2,3,790,9,0,2,26,0
20691,790000,2030,1994,0,3,98029,0,0,110,0,0,5,1,0,2,3,520,8,0,2,24,0
20692,870000,1970,1976,0,3,98052,840,680,0,0,170,5,1,1,1,4,380,8,7,2,26,1
20693,910000,2370,2017,0,4,98133,0,0,110,0,0,5,0,2,1,3,500,8,0,0,26,0
20695,735200,2040,1961,0,4,98155,1250,750,0,0,0,5,0,1,1,5,0,8,7,0,26,0
20696,837500,1730,1954,0,3,98006,870,870,0,0,180,5,1,1,1,5,0,7,6,0,24,1
20697,1385000,4350,1996,0,4,98006,1260,1260,50,0,290,5,1,1,2,3,860,10,9,0,24,0
20698,400000,1340,1962,0,3,98106,1190,150,0,0,0,5,1,0,1,3,0,7,6,0,24,1
20699,182000,1460,1991,0,3,98022,0,0,0,0,0,4,0,0,2,3,400,7,0,2,20,0
20700,1550000,3550,1989,0,4,98033,0,0,80,0,590,5,0,0,3,3,530,10,0,2,25,0
20701,575000,2480,1994,0,4,98038,0,0,60,0,310,5,1,0,2,3,710,8,0,0,22,0
20702,1000000,2990,1985,0,3,98136,610,610,60,0,630,7,2,2,1,5,520,9,9,0,24,0
20703,854250,1820,1966,0,4,98005,1200,620,0,0,240,5,1,1,1,3,0,7,6,2,24,1
20704,491000,2490,1999,0,3,98030,0,0,110,0,0,5,1,0,2,4,440,7,0,0,22,0
20705,865000,1870,2004,0,2,98053,0,0,110,0,0,5,0,0,2,3,430,8,0,2,26,0
20706,710000,2480,1939,2001,4,98146,1410,1070,0,0,50,5,0,0,2,3,0,7,7,0,23,1
20707,293000,860,1959,0,2,98058,0,0,0,0,0,5,0,0,1,3,290,6,0,0,23,0
20709,565000,2510,1986,0,4,98038,0,0,0,0,510,5,1,1,1,3,500,8,0,0,22,0
20710,724950,3026,2019,0,5,98058,609,0,110,0,180,5,0,1,3,3,0,8,0,0,23,0
20711,409950,1720,1988,0,3,98092,0,0,100,0,330,5,1,1,1,4,480,8,0,2,21,0
20712,450000,1710,1996,0,4,98038,0,0,40,0,390,5,1,0,2,3,530,7,0,0,22,0
20713,945000,1570,1929,0,3,98117,960,0,40,0,0,6,1,0,1,4,0,8,0,2,25,0
20714,1185500,3000,1974,0,5,98033,0,0,0,0,370,5,1,1,2,5,550,8,0,2,25,1
20715,620000,1480,1989,0,3,98136,0,0,0,0,80,5,1,0,2,3,560,7,0,0,24,2
20716,970000,540,1909,0,1,98119,0,0,80,0,0,7,0,0,1,3,0,5,0,2,25,0
20717,385000,2420,1971,0,4,98118,1210,1210,50,0,200,4,1,0,2,4,0,7,7,2,24,0
20718,644542,1670,2019,0,3,98045,0,0,100,0,0,5,1,0,2,3,600,8,0,2,23,0
20719,865000,3080,1989,0,5,98011,1850,1040,0,0,700,5,1,2,1,3,0,9,8,2,26,0
20720,359950,1860,1977,0,3,98038,1200,580,0,0,100,5,0,1,1,4,0,7,7,2,22,1
20721,482500,1980,1957,0,2,98168,1480,500,50,0,0,5,0,0,1,2,0,7,6,2,23,1
20722,655000,1420,1969,0,3,98056,0,0,0,0,0,5,0,1,1,5,510,7,0,2,24,0
20723,550000,1940,1969,0,4,98034,1010,800,0,0,140,4,0,2,1,3,440,7,6,2,26,0
20724,569000,1550,1978,0,3,98133,1040,470,0,0,200,5,1,0,1,3,0,7,7,0,26,0
20725,570000,2110,1968,0,5,98034,0,0,0,0,140,4,0,1,1,3,440,7,0,2,26,2
20726,815000,1910,1983,0,3,98052,0,0,50,0,490,5,1,0,2,3,510,8,0,2,26,0
20727,499000,1970,1957,0,5,98188,1270,600,0,0,180,5,0,1,2,3,0,7,7,2,23,2
20728,1435500,3260,1994,0,5,98103,1080,1080,110,0,250,5,1,0,3,3,0,8,7,2,25,0
20729,750000,1820,1951,0,3,98108,1070,750,0,0,0,5,1,0,1,3,0,7,6,2,24,0
20731,389000,1600,2003,0,3,98038,0,0,30,0,0,5,1,0,2,3,380,7,0,0,22,0
20732,885000,2560,1980,0,4,98052,1520,900,90,0,250,5,0,2,1,4,0,7,7,2,26,1
20733,415000,1270,1965,0,3,98031,0,0,0,0,0,5,1,0,1,4,440,7,0,2,22,0
20734,322230,1770,1921,1980,2,98051,0,0,70,0,0,1,0,0,2,2,0,6,0,2,22,0
20735,520000,3010,2005,0,4,98092,0,0,280,0,0,5,1,0,2,3,580,9,0,0,21,0
20736,421000,2210,1978,0,4,98055,1380,700,0,0,80,5,1,1,1,3,0,8,7,0,23,1
20737,1772445,3460,1992,0,4,98007,1560,1240,140,0,110,5,0,1,2,3,0,9,8,2,25,0
20738,664950,1100,1942,0,3,98146,760,340,0,0,320,5,0,0,1,5,0,6,6,0,23,0
20739,575000,2550,1990,0,3,98038,0,0,260,0,0,5,1,2,0,3,480,8,0,0,22,0
20740,910000,2030,1988,0,3,98116,1350,680,0,0,500,5,0,1,2,3,0,8,7,0,24,0
20741,798000,1940,1978,0,3,98052,700,560,0,0,0,5,1,1,1,3,340,7,7,2,26,0
20742,319250,1790,1977,0,3,98001,1100,620,0,0,80,5,0,1,1,3,0,7,6,2,21,0
20743,888950,1870,2019,0,4,98107,490,490,230,0,320,7,1,1,2,3,0,8,8,2,25,1
20744,663000,2050,1978,0,3,98011,0,0,120,0,0,5,1,1,1,3,480,8,0,2,26,0
20745,915000,2420,1977,0,4,98075,0,0,270,0,0,5,1,1,1,5,530,8,0,2,24,0
20746,1508000,3640,1964,0,5,98006,1680,1600,110,0,310,5,0,1,2,3,480,8,7,0,24,0
20747,750000,3600,1993,0,5,98092,1230,1230,390,160,50,7,1,1,2,4,460,10,8,0,21,0
20748,685000,2380,1953,0,5,98133,1190,1190,0,0,0,7,0,0,2,3,300,7,7,2,26,0
20750,835000,2070,1929,0,4,98144,930,770,0,0,150,5,1,2,1,5,0,7,6,2,24,2
20751,437000,1820,1994,0,3,98030,0,0,60,0,0,5,1,0,2,3,650,8,0,0,22,0
20752,620000,1680,1991,0,2,98038,0,0,0,0,430,5,1,0,1,3,0,7,0,0,22,0
20753,609900,1790,1987,0,3,98045,790,470,0,0,80,1,1,1,1,4,120,7,7,2,23,0
20754,468000,1620,1999,0,4,98146,0,0,40,0,250,5,1,0,2,4,420,7,0,0,23,0
20755,470000,2420,1990,0,4,98023,0,0,40,0,0,5,1,0,2,3,510,9,0,2,21,0
20756,715000,1590,1954,0,2,98144,1190,400,0,0,200,5,0,0,1,3,330,7,6,2,24,0
20757,275000,1910,1907,0,3,98103,1070,540,0,0,0,5,0,1,1,3,0,7,6,2,25,0
20758,920000,3220,1996,0,4,98045,0,0,140,0,950,5,1,1,2,3,730,9,0,2,23,0
20760,520000,3030,1926,1997,10,98168,1010,1010,0,0,230,5,0,0,3,3,0,6,6,2,23,0
20761,575000,2160,1936,1982,3,98146,460,0,0,0,350,5,0,1,1,3,0,7,0,0,23,0
20762,550000,810,1947,0,2,98155,0,0,0,0,0,1,0,0,1,3,0,6,0,2,26,1
20763,499950,2240,1995,0,4,98188,0,0,0,0,200,5,1,0,3,3,760,8,0,2,23,0
20764,1350000,2880,1924,0,3,98103,720,720,110,0,140,5,0,0,2,5,0,8,7,2,25,0
20765,775000,1370,1955,0,3,98006,0,0,0,0,0,5,1,0,1,4,0,7,0,0,24,0
20766,399950,1450,1966,0,3,98022,0,0,0,0,0,5,1,0,1,5,440,7,0,2,20,0
20767,587500,3080,1999,0,4,98042,0,0,50,0,0,5,0,1,2,3,680,10,0,2,22,0
20768,684950,2380,1994,0,4,98045,0,0,30,0,0,5,1,0,2,3,590,8,0,2,23,0
20769,487000,1710,2003,0,2,98146,0,0,180,0,0,7,0,1,1,3,750,7,0,2,23,0
20770,1050000,2570,1937,0,4,98199,1100,800,0,0,0,5,0,1,1,4,0,8,7,0,25,0
20771,835000,3220,1973,0,5,98166,0,0,180,0,0,5,1,1,1,4,500,8,0,0,23,0
20772,430000,1400,1969,0,3,98014,0,0,240,0,0,4,0,0,1,3,0,6,0,2,25,0
20773,435000,1040,1961,0,3,98059,0,0,0,0,0,5,0,1,1,5,480,7,0,0,23,0
20774,2300000,3380,1956,0,3,98039,0,0,680,0,0,5,0,1,2,4,510,9,0,2,25,0
20775,749000,1360,2015,0,3,98122,0,0,0,0,290,6,0,1,1,3,0,8,0,2,24,0
20776,700000,1620,1945,0,3,98105,810,810,0,0,0,5,0,0,1,3,0,7,6,2,25,2
20777,935000,1840,1996,0,3,98122,520,290,0,0,110,5,1,0,2,3,0,8,8,2,25,0
20778,600000,3070,1961,0,4,98011,1710,1360,40,0,280,5,1,1,1,3,0,7,5,2,26,0
20779,300000,1090,1993,0,3,98022,0,0,0,0,0,5,0,0,2,3,440,7,0,2,20,0
20780,1170000,1940,2016,0,3,98122,720,450,0,200,480,7,0,0,3,3,0,10,10,2,25,1
20781,750000,1780,1932,0,4,98125,990,510,0,0,0,5,0,0,1,3,0,7,6,0,26,0
20782,638000,1650,1947,2012,4,98146,0,0,0,0,270,5,0,0,2,3,0,7,0,0,23,0
20783,600000,2550,1986,0,4,98058,910,880,0,0,260,5,0,1,2,3,430,8,8,2,23,0
20784,675000,2640,1992,0,4,98014,0,0,0,0,0,5,1,0,2,3,720,8,0,0,25,0
20785,640000,1160,2008,0,2,98108,0,0,0,0,410,6,1,1,1,3,0,9,0,2,24,0
20786,699000,2440,1982,0,4,98133,800,800,0,0,0,5,1,1,2,3,450,8,7,2,26,0
20787,575000,1870,1978,0,3,98055,430,430,0,0,550,5,0,2,0,5,0,7,6,0,23,1
20788,385000,2280,1979,0,3,98072,1350,810,0,0,0,5,1,1,1,3,0,7,6,2,26,0
20789,398500,1990,1993,0,4,98198,1120,800,0,0,180,5,0,1,2,3,120,7,7,0,22,0
20790,1515000,2720,1987,0,3,98126,1530,1530,60,0,430,5,2,1,1,4,440,10,9,2,24,0
20791,460000,1850,1967,0,3,98030,580,580,110,0,120,5,0,1,1,4,410,7,7,0,22,0
20792,415000,1590,1986,0,3,98030,590,370,0,0,110,5,1,1,1,4,220,7,7,2,22,0
20793,467000,1290,1951,0,2,98155,0,0,0,0,0,5,0,0,1,3,0,7,0,2,26,0
20794,525000,1450,1996,0,2,98125,600,210,0,0,70,5,1,0,2,3,0,7,7,0,26,0
20795,200000,1930,1967,0,3,98005,0,0,70,0,0,5,0,2,1,4,530,9,0,2,24,0
20796,320000,900,1977,0,3,98042,0,0,0,0,0,5,0,1,1,4,500,6,0,2,22,0
20797,605000,1860,1994,0,3,98045,0,0,70,0,140,5,1,0,2,3,500,8,0,2,23,0
20798,1125000,4250,2002,0,4,98027,0,0,60,0,0,5,0,1,3,3,1450,10,0,2,23,0
20799,345000,1430,2004,0,2,98038,0,0,60,0,0,5,0,0,2,3,360,6,0,0,22,0
20800,699000,1670,2001,0,3,98027,530,0,0,0,0,7,1,0,2,3,0,8,0,0,24,0
20801,154510,1830,1984,0,4,98103,0,0,40,0,0,1,1,1,2,5,0,7,0,2,25,0
20802,1687000,3050,2002,0,4,98115,1140,820,260,0,150,5,1,1,2,3,200,10,9,2,25,0
20803,355000,1710,1977,0,4,98042,800,800,0,0,180,5,0,0,2,3,400,7,7,2,22,0
20804,1063500,3000,1987,0,4,98074,0,0,0,0,650,5,1,0,2,3,530,10,0,0,25,0
20805,348000,1390,1960,0,5,98032,1460,250,0,0,500,5,0,1,1,3,310,7,7,0,22,0
20806,550000,1650,2014,0,3,98106,0,0,250,0,0,5,1,1,1,3,230,8,0,2,23,0
20807,575000,1600,1980,0,2,98045,0,0,0,0,240,5,0,0,2,4,440,7,0,2,23,0
20808,515000,2130,1980,0,4,98058,1310,690,0,0,120,5,1,0,2,3,0,8,8,0,23,0
20809,634888,2440,1939,0,3,98177,0,0,0,40,80,5,0,0,2,3,0,7,0,2,26,0
