,saleprice,sqfttotliving,yrbuilt,yrrenovated,bedrooms,zipcode,sqfttotbasement,sqftfinbasement,sqftopenporch,sqftenclosedporch,sqftdeck,heatsystem,bathhalfcount,bath3qtrcount,bathfullcount,condition,sqftgarageattached,bldggrade,finbasementgrade,inadequateparking,township,trafficnoise
3790,402500,1760,2001,0,4,98092,0,0,0,0,0,5,1,0,2,3,460,7,0,0,21,0
3791,675000,1520,1928,0,3,98118,960,100,0,0,0,5,1,0,1,5,0,6,5,2,24,0
3792,369000,1260,1988,0,3,98038,0,0,70,0,210,5,0,1,1,5,440,7,0,0,22,0
3793,565000,1200,1977,0,3,98118,0,0,0,0,0,5,0,1,1,5,0,7,0,2,24,0
3794,423000,1600,1966,0,3,98001,480,480,0,0,280,5,1,0,1,4,250,7,7,2,21,0
3795,550000,1690,1961,0,3,98198,1190,450,0,0,370,5,1,1,1,3,0,7,6,0,22,0
3796,665000,2070,1976,0,4,98072,0,0,60,0,540,5,0,2,1,4,440,7,0,2,26,0
3797,1500000,2710,1959,0,5,98005,1320,800,40,0,0,5,1,1,1,5,0,9,8,2,24,1
3798,1250000,1957,1977,0,3,98070,0,0,25,0,978,5,0,1,2,4,675,8,0,2,22,0
3799,625000,1830,1967,0,3,98028,1250,480,0,0,180,5,0,1,1,4,0,7,7,2,26,0
3800,350000,900,1993,0,1,98042,0,0,100,0,0,5,0,0,1,3,0,6,0,2,22,1
3801,1150000,3920,1981,0,4,98072,1290,1290,0,0,0,5,2,2,1,3,700,8,8,2,26,0
3802,400000,1200,1938,0,3,98168,0,0,0,0,0,1,0,0,2,5,0,6,0,2,23,0
3803,917000,1520,1955,0,4,98006,520,520,0,0,0,5,1,0,1,5,0,7,7,0,24,0
3804,199000,980,1945,0,2,98047,0,0,0,0,0,1,0,0,1,3,0,5,0,2,21,0
3805,886000,1630,1920,0,3,98112,700,700,90,0,0,5,0,1,1,5,0,7,7,0,25,2
3806,500000,2520,2004,0,3,98030,0,0,150,0,0,5,0,1,2,3,610,8,0,0,22,0
3807,240000,1160,1942,0,3,98001,0,0,0,0,0,1,1,0,1,3,0,6,0,0,21,0
3808,610000,1070,1942,0,2,98077,140,0,80,0,0,5,0,0,1,5,450,6,0,2,26,2
3809,651000,1720,1977,0,3,98075,0,0,0,0,200,5,0,0,2,4,550,8,0,2,24,0
3810,1125000,2830,2014,0,5,98006,0,0,0,0,0,5,0,1,2,3,600,9,0,2,24,0
3811,1200000,3420,1992,0,5,98006,1000,1000,20,0,310,5,1,0,3,3,780,10,9,2,24,0
3812,597000,1520,1984,0,3,98074,970,510,0,0,170,5,1,0,2,4,0,7,7,0,25,0
3813,277500,2280,1968,0,4,98092,0,0,0,0,0,5,0,1,1,4,0,7,0,2,21,0
3814,675000,2030,1993,0,3,98010,0,0,50,0,0,5,1,0,2,4,730,9,0,0,21,0
3815,400000,2360,1947,0,4,98188,880,880,200,0,0,4,0,1,2,4,0,7,6,2,23,0
3816,491500,1920,1988,0,3,98055,0,0,60,0,220,5,1,0,2,3,500,8,0,0,23,0
3817,505000,1650,2018,0,3,98168,0,0,60,0,0,5,1,0,2,3,340,7,0,0,23,0
3818,750000,2470,1956,0,4,98033,1230,720,0,0,0,5,0,1,2,3,510,7,6,2,25,0
3819,792500,1810,1903,0,3,98107,310,0,120,0,200,5,0,1,1,4,0,7,0,2,25,0
3820,605000,2730,1998,0,3,98045,0,0,0,0,0,5,0,0,2,3,0,7,0,2,23,0
3821,410000,960,1954,0,3,98155,0,0,90,150,0,5,0,0,1,3,0,7,0,2,26,0
3822,625000,2500,1987,0,4,98058,0,0,70,0,600,5,1,0,2,3,800,9,0,2,23,0
3823,475000,2370,2001,0,4,98030,0,0,140,0,0,7,0,1,2,3,440,8,0,0,22,0
3824,650000,1300,1947,0,2,98103,800,500,0,0,0,2,0,1,1,5,0,7,7,2,25,0
3825,365000,1690,1976,0,4,98042,920,660,0,0,160,5,0,0,2,5,160,7,7,2,22,0
3826,390000,1780,1983,0,3,98023,1020,410,40,0,120,5,1,1,1,4,0,7,7,2,21,1
3827,685000,2000,1995,0,4,98045,0,0,100,0,290,5,0,1,2,3,540,8,0,2,23,0
3828,708000,2210,1914,2000,3,98106,1010,500,50,0,160,5,0,1,2,3,0,7,7,0,24,0
3829,720000,1360,1945,0,2,98177,780,490,50,0,0,5,0,1,1,4,0,7,7,2,26,1
3830,627000,2770,1993,0,3,98042,0,0,390,0,750,5,1,1,1,5,870,8,0,0,21,0
3831,1208000,3120,1967,0,4,98008,1460,1460,0,0,300,5,0,2,1,3,480,8,8,0,24,0
3832,937000,1510,1900,1990,4,98033,0,0,40,0,460,1,0,2,0,3,0,7,0,2,25,0
3833,670000,1960,2007,0,3,98065,0,0,100,0,0,5,1,0,2,3,420,7,0,0,24,0
3834,650000,2170,1998,0,4,98019,0,0,220,0,180,5,0,1,2,3,740,8,0,0,26,1
3835,2700,3160,1990,0,7,98006,940,940,0,0,0,5,1,1,2,3,530,7,7,0,24,0
3836,315000,730,1946,0,2,98168,730,0,0,0,0,4,0,0,1,3,280,6,0,2,23,1
3837,550000,3110,2004,0,4,98038,0,0,110,0,0,5,1,0,2,3,620,8,0,0,22,0
3838,550000,1830,1951,1990,3,98055,0,0,0,0,0,5,0,0,2,3,0,6,0,0,23,1
3839,715000,1630,1987,0,3,98074,0,0,40,0,0,5,0,1,1,4,460,8,0,0,25,0
3840,765000,2290,1993,0,4,98028,0,0,70,0,0,5,1,0,2,3,670,8,0,2,26,0
3841,120000,1600,1962,0,3,98007,1110,490,0,0,60,5,1,0,1,4,480,7,7,2,25,1
3842,858000,1740,1965,0,4,98007,0,0,210,0,400,5,0,1,1,4,530,8,0,2,25,0
3843,1015000,1950,1925,2016,4,98122,990,790,40,0,0,5,1,0,2,3,0,8,7,2,25,0
3844,1115000,1680,1900,0,3,98122,530,530,70,0,0,5,1,0,2,5,0,8,7,2,24,0
3845,502000,2220,1973,0,4,98032,1200,840,0,0,120,5,0,0,3,4,440,7,7,0,22,0
3846,912500,2620,2016,0,3,98115,1000,580,40,0,100,5,1,1,1,3,0,8,8,2,26,2
3847,523000,900,1965,0,2,98133,0,0,0,0,0,4,0,0,1,3,0,7,0,0,26,0
3848,490000,2010,2008,0,4,98038,0,0,100,0,0,5,1,0,2,3,460,8,0,2,22,0
3849,1000000,2140,1936,0,3,98119,930,620,0,0,0,5,0,1,1,5,0,8,7,2,25,2
3850,539000,2370,1992,0,4,98038,0,0,100,0,0,5,1,0,2,3,500,8,0,0,22,0
3851,899999,1910,2019,0,4,98144,610,610,0,70,470,7,1,1,1,3,0,9,9,2,24,0
3852,835000,1690,2007,0,3,98199,400,0,20,0,180,5,1,0,2,3,0,9,0,2,25,0
3853,840000,2110,1990,0,4,98029,0,0,60,0,0,5,1,1,1,3,550,8,0,2,24,0
3854,325000,1760,1978,0,3,98030,1180,580,0,0,100,5,1,1,1,5,0,8,7,0,22,0
3855,1525000,2010,1925,0,4,98109,1060,0,60,0,270,5,0,1,1,4,0,8,0,2,25,0
3856,900000,2700,1962,0,3,98007,1340,1340,740,0,0,5,0,1,1,4,0,7,6,2,25,0
3857,595000,1890,1942,1979,5,98155,0,0,50,0,0,5,0,0,2,3,620,7,0,0,26,0
3858,1100000,3210,2006,0,5,98115,1420,1120,360,0,250,7,1,0,3,3,430,8,8,0,26,0
3859,740000,2700,1999,0,4,98072,0,0,50,0,190,5,1,0,2,3,720,9,0,2,26,0
3861,1270000,2420,1978,0,3,98004,680,680,0,0,140,5,1,0,2,4,0,9,8,2,25,0
3862,859000,3840,1963,0,4,98027,1920,1920,590,0,280,5,1,0,2,4,460,8,7,0,23,0
3863,2600,2290,1976,0,5,98006,1100,1100,40,0,80,5,1,1,1,3,480,8,8,0,24,2
3864,1375000,1250,1952,0,3,98033,1090,160,0,0,0,5,0,0,1,4,550,7,6,2,25,0
3865,725000,2180,1979,0,4,98077,1210,880,0,0,100,5,1,1,1,3,110,8,7,2,26,0
3866,979000,3360,2000,0,4,98038,0,0,620,0,0,5,1,0,2,4,700,10,0,0,23,0
3867,755000,2260,1959,0,3,98006,1210,1050,0,0,0,5,1,1,1,3,460,8,7,2,24,0
3868,1190000,2790,2004,0,4,98033,0,0,140,0,0,5,1,0,2,3,630,9,0,2,26,1
3869,775000,2020,1978,0,3,98077,860,500,0,0,230,5,0,1,2,4,160,8,7,2,26,0
3870,811000,1100,1943,0,3,98117,920,180,0,0,0,5,0,0,1,3,0,8,6,0,25,0
3871,439250,2000,1961,0,4,98032,1000,1000,50,0,0,5,0,1,1,4,450,7,6,0,22,3
3872,285000,840,1969,0,3,98042,0,0,60,0,0,5,0,0,1,5,440,6,0,2,22,0
3873,448450,1580,1974,0,4,98031,0,0,0,0,0,5,1,0,1,3,310,7,0,2,22,0
3874,380500,1410,1961,0,3,98003,0,0,0,0,0,5,1,0,1,4,440,8,0,2,21,1
3875,1725220,3720,1935,0,4,98199,1180,1180,150,0,150,5,1,3,0,4,0,9,6,0,25,1
3876,1184000,1696,1921,0,3,98103,860,0,60,0,140,5,2,1,1,4,200,8,0,2,25,0
3877,1290000,2120,1954,2006,4,98004,1170,900,120,0,490,5,0,1,1,3,440,7,6,2,24,0
3878,640000,1640,1916,0,3,98126,840,800,0,0,240,5,0,1,1,5,0,6,6,0,24,0
3879,1550000,2270,1953,0,4,98004,0,0,50,0,0,5,0,1,2,3,930,7,0,2,25,0
3880,448000,1240,1916,0,3,98118,0,0,10,0,0,5,0,0,1,4,0,6,0,2,23,0
3881,1033000,2920,1926,0,5,98122,1100,1100,30,0,0,5,0,2,2,5,0,7,6,2,25,0
3882,675000,2810,1975,0,3,98053,520,0,0,0,1080,4,0,0,1,3,0,7,0,0,25,1
3883,574500,3290,1997,0,3,98042,0,0,126,0,0,5,1,0,2,3,0,9,0,2,22,0
3884,810000,1180,2014,0,3,98107,460,210,0,0,440,1,1,1,1,3,0,8,8,2,25,0
3886,651600,2140,1944,0,6,98125,1070,1070,0,0,0,5,0,1,1,4,0,7,7,0,26,0
3887,760000,2020,1955,0,3,98126,1010,1010,0,0,0,5,0,0,2,3,0,7,7,0,24,1
3888,653500,1750,1979,0,3,98019,650,600,0,0,920,4,0,0,2,3,0,7,6,2,26,0
3889,750000,2150,1977,0,3,98056,1340,720,50,0,1060,5,0,2,1,4,0,8,7,2,24,0
3890,1333000,3850,1997,0,4,98074,1520,670,80,0,0,5,1,0,2,3,680,10,9,0,25,0
3891,524500,2270,2001,0,5,98118,0,0,0,0,0,5,0,0,4,3,440,7,0,2,24,0
3892,759000,1920,1998,0,4,98034,0,0,0,0,250,5,1,0,2,3,550,8,0,2,26,0
3893,630000,2700,1955,0,4,98166,1650,640,0,0,360,5,0,0,3,4,0,8,6,0,22,0
3894,405500,1800,1984,0,3,98023,0,0,0,0,120,5,1,1,1,4,460,8,0,2,21,0
3895,835000,2770,1968,0,4,98034,0,0,0,0,0,5,0,1,1,4,460,7,0,2,26,0
3896,625000,1210,1939,0,4,98133,250,0,0,0,0,5,0,0,1,2,0,7,0,2,26,0
3897,580000,990,1946,0,2,98056,990,0,0,0,100,4,0,0,1,3,0,6,0,2,24,3
3898,714000,1800,1970,0,4,98155,1400,400,0,0,120,5,1,0,1,3,0,8,8,2,26,0
3899,375000,1230,1968,0,3,98022,0,0,0,0,0,7,0,1,1,5,350,7,0,2,20,0
3900,686000,1040,1995,0,2,98122,0,0,0,0,0,5,1,0,1,3,0,7,0,2,25,2
3901,965000,1610,1925,0,3,98115,880,250,40,0,0,5,1,0,2,4,0,7,6,2,25,2
3902,355000,1400,1966,0,3,98002,0,0,0,0,0,5,1,0,1,4,480,7,0,2,21,0
3903,821950,1840,1967,0,3,98052,1170,620,0,0,110,5,0,2,1,4,0,7,7,0,25,0
3904,805000,1820,1987,0,3,98074,0,0,0,0,180,5,1,0,2,4,460,9,0,0,25,0
3905,439950,2030,1978,0,3,98030,0,0,80,0,0,7,1,1,1,3,610,9,0,0,22,0
3906,545000,1080,1940,0,3,98133,440,0,0,0,150,5,0,0,1,3,150,7,0,0,26,0
3907,1360000,3380,1938,1960,5,98117,1690,1690,0,0,0,5,0,1,1,5,0,8,7,2,26,0
3908,492500,2160,2004,0,4,98055,910,300,40,0,120,5,1,0,2,3,0,8,8,2,23,2
3909,900000,2150,1993,0,3,98029,0,0,0,0,0,5,1,0,2,3,460,8,0,2,24,0
3910,710000,2710,1980,0,4,98038,0,0,110,0,330,5,1,0,2,5,620,9,0,2,22,0
3911,885000,1730,1985,0,3,98117,750,430,0,0,330,7,0,0,3,5,0,7,7,2,26,0
3912,615000,1420,1947,0,3,98155,0,0,0,0,0,3,0,1,1,3,420,6,0,2,26,0
3913,805000,2030,1990,0,3,98029,0,0,80,0,170,5,1,0,2,3,630,8,0,2,24,0
3914,462500,1560,2002,0,3,98038,0,0,40,0,0,5,1,0,2,4,620,7,0,0,22,0
3915,1100000,3060,1981,0,3,98006,1460,1460,0,0,660,5,1,1,1,4,400,8,7,2,24,0
3916,389880,1640,1968,0,3,98032,610,460,0,0,0,5,1,1,1,4,290,7,6,0,22,0
3917,280000,940,1943,0,3,98115,780,160,0,0,0,5,0,0,1,3,0,7,4,0,25,0
3918,840000,2790,2002,0,4,98011,0,0,130,0,0,5,1,0,2,3,760,9,0,2,26,0
3919,850000,2200,1941,0,3,98118,1100,1100,0,0,340,7,0,0,2,4,0,7,7,2,23,0
3920,677500,2740,1989,0,4,98092,0,0,0,0,340,5,1,1,2,4,700,8,0,2,21,0
3921,309000,1120,1960,0,1,98030,0,0,0,0,0,5,0,0,1,4,0,7,0,0,22,0
3922,835000,1860,1988,0,4,98074,0,0,100,0,0,5,1,0,2,3,480,8,0,0,25,0
3923,1000000,2570,1976,0,4,98074,0,0,310,0,180,5,1,1,1,4,0,9,0,0,25,0
3924,829000,1580,1904,0,3,98199,290,0,0,0,170,5,0,1,1,4,0,7,0,2,25,2
3925,540000,1420,2003,0,3,98029,550,260,0,0,0,5,0,1,2,3,0,8,8,2,24,0
3926,420000,2190,1998,0,4,98092,0,0,0,0,0,5,1,0,2,3,440,8,0,2,21,0
3927,672000,2360,1998,0,4,98014,0,0,140,0,0,5,1,0,2,3,890,8,0,2,25,0
3928,415000,990,1954,0,2,98024,0,0,0,0,0,1,0,0,1,3,0,7,0,0,24,0
3929,923000,3320,1994,0,5,98034,770,770,0,0,220,5,1,1,2,3,430,9,8,2,26,0
3930,1100000,3300,1997,0,4,98075,0,0,40,0,0,5,1,0,2,3,740,10,0,2,24,0
3931,1200000,3280,1987,0,4,98077,0,0,60,0,560,5,1,0,2,3,700,10,0,2,26,0
3932,423000,1540,1966,0,3,98188,0,0,0,0,120,5,0,1,1,3,460,7,0,2,23,0
3933,385000,1200,1967,0,3,98198,0,0,110,0,400,5,0,1,1,3,440,7,0,0,22,0
3934,799950,1470,2018,0,3,98103,490,490,0,0,340,7,0,0,2,3,0,8,8,2,25,0
3935,1150000,3820,2000,0,5,98027,880,880,120,0,130,5,1,0,3,3,710,9,8,0,23,0
3936,750000,1410,1956,0,3,98007,0,0,120,0,0,5,1,0,1,5,460,7,0,0,24,0
3937,467800,1220,2018,0,2,98106,0,0,170,30,0,7,0,1,1,3,0,8,0,0,23,0
3940,729500,1550,1990,0,3,98024,0,0,50,0,110,5,1,1,1,3,480,8,0,0,24,0
3941,1060000,1740,1950,0,2,98115,1440,300,110,0,0,5,1,0,1,3,0,8,8,0,25,0
3942,1503000,2960,1955,0,4,98004,0,0,160,0,0,5,0,1,1,4,480,9,0,2,24,1
3943,905500,1480,1925,0,3,98107,730,0,0,50,0,5,0,0,2,4,0,7,0,2,25,0
3944,1710000,2100,1955,1995,3,98004,0,0,70,0,0,5,0,0,2,3,610,8,0,2,25,0
3945,1780000,3360,2003,0,3,98005,0,0,40,0,0,5,0,0,3,3,690,10,0,0,25,2
3946,950000,2510,1977,0,4,98053,1060,1060,0,0,530,5,0,1,2,5,730,8,7,0,25,0
3947,590000,3780,1966,0,6,98034,1540,1540,0,0,100,5,0,2,2,5,400,7,6,2,26,3
3948,845000,1340,1929,0,3,98117,920,0,0,0,0,5,0,0,1,3,0,7,0,2,25,1
3949,565000,2090,1965,0,5,98133,0,0,530,0,0,5,1,1,1,3,460,7,0,2,26,2
3950,699900,1290,1926,0,4,98115,720,300,70,0,110,5,0,0,2,4,0,7,6,2,26,0
3951,590000,2480,2003,0,4,98058,0,0,60,0,0,7,0,1,2,3,560,9,0,2,23,0
3952,370000,1200,1994,0,3,98168,0,0,0,0,900,5,0,0,2,3,520,7,0,2,23,0
3953,565000,2260,1962,0,4,98178,1460,800,0,0,180,5,0,2,1,4,0,7,7,0,23,0
3954,650000,1450,2006,0,3,98029,590,0,200,0,0,5,0,0,2,3,0,8,0,2,24,1
3955,849950,1260,1906,0,2,98112,400,0,50,0,0,5,1,0,1,3,0,7,0,2,25,2
3956,740000,2855,1919,1971,4,98198,2170,685,290,0,0,5,0,1,2,4,0,8,7,2,22,0
3957,524000,940,1949,0,2,98125,0,0,0,0,0,1,0,0,1,3,240,7,0,0,26,0
3958,619990,1630,2003,0,3,98065,0,0,70,0,0,5,1,0,2,3,440,8,0,0,24,0
3959,820000,1370,1950,0,2,98117,280,280,20,0,50,7,0,1,1,4,0,7,7,2,25,0
3960,645000,3060,2011,0,4,98038,0,0,340,0,0,5,1,0,2,3,810,9,0,2,22,0
3961,1100000,2460,1996,0,3,98052,0,0,40,0,0,5,1,0,2,3,710,9,0,2,26,0
3962,820000,1930,1987,0,4,98074,0,0,0,0,0,5,1,0,2,4,480,8,0,0,25,0
3963,538000,1130,1948,0,2,98125,0,0,0,0,0,5,0,0,1,3,270,7,0,0,26,0
3964,812000,2830,1984,2019,4,98042,860,640,300,0,160,5,0,0,2,3,200,8,8,0,22,0
3965,240824,3490,2008,0,4,98146,1730,1730,50,0,240,5,1,0,2,3,620,8,8,2,23,0
3966,960000,3160,2004,0,3,98198,0,0,372,224,458,5,1,1,1,3,680,10,0,2,22,0
3967,1249000,2060,1904,0,3,98119,970,0,100,0,510,5,0,1,1,4,0,8,0,2,25,0
3968,275500,970,1959,0,3,98198,0,0,0,0,50,5,0,0,1,3,350,7,0,0,22,0
3969,550000,3310,1989,0,3,98042,670,670,50,0,0,5,1,0,3,4,700,9,7,0,22,0
3970,740000,1210,1942,0,2,98125,910,300,0,0,0,4,0,0,1,3,430,7,6,0,26,2
3971,632500,1080,1953,0,3,98177,0,0,0,0,0,5,0,0,1,4,400,7,0,2,26,0
3972,949000,1710,1947,0,3,98199,890,260,0,0,680,5,0,2,1,4,0,7,5,2,25,2
3973,690500,3120,1991,0,4,98001,0,0,0,0,610,5,1,0,2,3,1090,10,0,2,21,0
3974,615000,2380,1958,0,3,98166,1580,800,0,0,290,5,0,2,1,4,0,8,7,0,23,0
3975,520000,1740,1999,0,3,98148,0,0,140,0,0,5,0,1,1,4,440,7,0,2,22,0
3976,715000,1250,1965,0,3,98008,0,0,150,0,0,5,0,1,1,3,500,7,0,0,25,0
3977,555000,1560,1950,0,3,98133,810,750,0,0,210,5,0,1,1,4,0,7,6,0,26,0
3978,525000,1290,1959,0,3,98028,0,0,0,0,0,5,1,0,1,4,280,7,0,2,26,2
3979,725880,1530,1941,2008,3,98117,740,740,0,0,0,5,0,1,1,3,0,8,8,0,25,0
3980,730000,1200,1970,0,3,98052,0,0,100,0,200,5,1,0,1,4,440,8,0,2,25,0
3981,505000,750,1912,0,2,98126,750,0,0,0,400,1,0,0,1,4,200,6,0,0,24,0
3982,625000,1070,1948,0,3,98177,620,0,0,0,260,5,0,0,1,3,240,7,0,2,26,0
3983,659900,1860,1986,0,2,98006,0,0,0,0,0,5,1,0,2,3,0,8,0,2,24,0
3984,1163000,3780,1979,0,4,98029,1110,1110,100,0,710,7,0,0,4,4,0,9,9,2,24,1
3985,310400,1320,1904,1966,3,98051,670,0,70,0,0,5,0,0,1,4,0,6,0,2,22,0
3986,678000,1540,1961,0,3,98011,1120,420,0,0,160,5,2,0,1,4,0,7,7,2,26,0
3987,495000,2380,1983,0,4,98058,0,0,80,0,600,5,1,1,1,3,550,8,0,2,23,1
3988,540000,2540,2001,0,3,98042,0,0,0,0,0,5,1,0,2,3,770,8,0,0,21,0
3989,850000,1730,1954,0,4,98177,0,0,110,0,0,4,0,1,2,5,270,7,0,2,26,0
3990,485000,1410,1959,0,3,98146,0,0,0,0,0,5,0,0,2,3,650,7,0,0,23,0
3991,497000,1610,1988,0,3,98038,710,280,0,0,300,5,1,1,1,4,90,8,7,2,22,0
3992,265000,900,1961,0,3,98001,0,0,0,0,0,5,0,0,1,4,0,6,0,2,21,0
3993,661000,1140,1928,0,3,98116,880,0,0,0,200,5,0,0,1,3,0,7,0,2,24,0
3994,770000,2430,1993,0,3,98010,0,0,0,0,0,5,1,0,2,3,750,9,0,0,21,0
3995,1400000,2480,1927,0,4,98112,1240,0,40,0,800,5,0,0,2,3,0,9,0,0,25,1
3996,1365000,3030,2005,0,4,98107,900,900,60,0,0,6,3,0,2,3,0,8,8,2,25,0
3997,420000,1150,1944,0,4,98178,820,0,0,0,0,5,0,0,1,3,0,6,0,0,23,0
3998,411500,1840,1996,0,3,98168,670,670,0,0,0,5,1,0,2,3,340,7,7,2,23,1
3999,699950,2510,1983,0,3,98022,0,0,150,0,0,5,0,0,2,4,0,8,0,2,20,0
4000,403000,1690,1989,0,3,98010,0,0,120,0,260,5,1,0,2,4,480,7,0,0,21,0
4001,1000000,2800,1983,0,4,98116,1290,790,180,0,220,7,1,0,3,4,0,8,7,0,24,0
4002,292000,1800,1969,0,4,98001,0,0,0,0,0,4,0,0,2,3,0,7,0,2,21,2
4003,1860000,3440,2019,0,4,98103,0,0,260,0,410,7,1,0,3,3,460,9,0,2,25,0
4004,489950,1870,1966,0,3,98188,1150,630,0,0,290,5,0,0,3,3,0,7,7,2,23,0
4005,800000,1920,1994,0,3,98029,0,0,50,0,650,5,1,0,2,3,440,8,0,2,24,0
4006,1600000,3190,1906,2018,5,98105,1060,1060,140,0,240,6,1,0,3,3,0,8,7,2,25,1
4007,650000,2100,2001,0,4,98019,0,0,0,0,0,5,0,1,2,3,720,8,0,2,26,0
4008,1300000,2490,1954,0,4,98004,1310,1180,0,0,250,5,0,0,2,4,0,7,6,2,25,0
4009,512000,740,1938,0,3,98115,0,0,0,0,0,5,0,0,1,3,250,7,0,0,26,0
4010,760000,1350,1948,0,2,98105,0,0,120,0,0,5,0,0,1,3,0,7,0,0,25,0
4011,675000,2180,1963,0,3,98027,0,0,0,0,1020,4,0,0,1,4,0,7,0,0,23,0
4012,430000,1520,2002,0,3,98038,0,0,120,0,0,5,1,0,2,3,440,8,0,0,22,0
4013,460000,1590,2000,0,3,98019,0,0,130,0,0,5,1,0,2,3,410,7,0,0,26,0
4014,493000,920,1951,0,2,98155,0,0,0,0,0,5,0,0,1,3,420,6,0,2,26,0
4015,1200000,3870,2008,0,5,98115,1020,960,110,0,0,5,1,0,2,3,440,9,7,2,25,2
4016,275000,420,1946,0,1,98146,0,0,0,50,0,1,0,1,0,2,0,4,0,2,23,0
4017,599950,3120,2004,0,4,98038,0,0,160,0,0,5,1,0,2,3,400,7,0,0,22,0
4018,1100000,3160,2006,0,5,98034,730,0,150,0,580,7,0,0,4,3,0,9,0,2,26,0
4019,535000,990,1945,0,3,98126,820,170,80,160,0,4,0,0,1,3,0,6,5,0,24,0
4020,963000,2000,1929,2016,3,98117,990,990,0,0,350,5,1,1,1,3,0,7,7,0,25,0
4021,420000,2010,1994,0,3,98042,1290,700,0,0,80,5,0,1,2,3,0,7,7,2,22,0
4022,1075000,2040,1906,0,3,98117,1160,0,240,0,0,4,1,0,1,3,0,8,0,0,25,0
4023,770000,2020,1962,2016,4,98007,1010,1010,70,0,200,5,0,1,2,3,0,8,7,0,25,0
4024,600000,2530,1987,0,3,98059,640,640,0,0,170,5,1,1,2,3,500,8,7,0,23,0
4025,745000,2130,1929,0,3,98115,910,730,0,0,0,5,1,0,1,3,0,8,7,0,25,0
4026,410000,2370,1959,0,5,98032,0,0,0,0,120,5,0,0,2,4,0,7,0,0,22,0
4027,785000,3700,1976,0,5,98074,750,750,0,0,430,5,0,1,2,3,620,9,9,0,25,0
4028,387000,1150,1915,0,3,98102,0,0,0,0,0,5,0,0,2,3,0,6,0,2,25,3
4029,687300,2870,1991,0,3,98058,0,0,70,0,560,5,1,0,2,5,680,10,0,2,23,0
4030,425000,1080,1967,2004,3,98058,0,0,210,0,0,5,0,0,1,3,280,6,0,2,23,0
4031,370000,1300,1958,0,3,98106,0,0,0,0,0,5,0,0,1,3,380,7,0,0,24,0
4032,750000,1720,1977,0,4,98052,1060,580,0,0,230,5,1,1,1,4,0,7,6,2,26,0
4033,1115000,2120,1901,0,4,98122,1340,0,190,0,0,5,0,2,1,5,0,8,0,2,24,0
4034,848888,1650,1925,0,4,98117,820,820,40,0,0,5,0,1,1,4,0,7,6,2,25,0
4035,840000,3080,1996,0,4,98059,0,0,180,0,160,5,1,0,2,3,790,9,0,0,23,0
4036,890000,2540,1987,0,4,98075,0,0,0,0,1120,5,1,0,2,4,440,8,0,2,24,1
4037,545000,980,1922,0,2,98122,980,0,0,50,0,5,0,0,1,2,0,7,0,2,25,0
4038,919200,1760,2003,0,3,98006,0,0,90,0,120,5,1,0,2,3,420,9,0,0,24,0
4039,513000,2050,2001,0,3,98168,0,0,40,0,80,5,1,0,2,3,530,8,0,2,23,0
4040,661540,2460,1957,0,3,98115,1230,1230,0,0,0,5,0,1,1,3,260,7,6,2,26,0
4041,490000,1932,2009,0,4,98058,0,0,100,0,0,5,1,0,2,3,442,8,0,2,23,0
4042,250000,1130,1908,0,3,98022,0,0,50,0,0,5,0,0,1,3,0,5,0,2,20,1
4043,620000,2400,1952,0,3,98178,1360,900,0,0,210,5,0,0,1,3,420,8,7,0,23,0
4044,599000,2630,1993,0,3,98031,0,0,60,0,120,5,1,0,2,3,740,9,0,0,22,0
4045,78424,2000,1965,0,4,98059,1000,1000,0,0,100,5,0,0,2,3,0,7,6,0,23,1
4046,420000,1320,1976,0,3,98001,0,0,60,0,0,5,0,1,1,4,440,7,0,2,21,0
4047,262650,970,1968,0,3,98023,0,0,120,0,0,5,0,0,1,3,460,6,0,2,21,0
4048,699500,2200,1955,0,5,98108,1220,980,0,0,0,5,0,1,1,5,0,7,6,2,24,0
4049,494000,2120,1973,0,3,98038,0,0,650,0,0,4,0,1,1,4,0,7,0,0,22,0
4050,1420000,2290,1995,0,3,98033,980,340,70,0,230,5,2,1,1,3,0,9,7,2,25,0
4051,629500,2520,2011,0,4,98019,0,0,40,0,0,5,0,1,2,3,380,8,0,2,26,0
4052,480000,1770,1951,0,4,98188,1310,0,230,40,210,5,0,0,1,4,0,7,0,2,23,0
4053,1063000,1860,1919,0,4,98115,460,200,70,0,290,1,1,2,1,4,0,7,6,2,25,0
4054,360000,1380,1975,0,3,98023,530,330,0,0,0,5,1,1,1,4,240,7,7,2,21,0
4055,485000,2480,1976,0,4,98003,0,0,0,0,0,4,2,0,2,3,0,7,0,2,21,0
4056,520000,980,2009,0,2,98144,360,160,0,0,0,1,1,0,1,3,0,8,8,2,24,0
4057,700000,1640,1992,0,3,98053,0,0,0,0,0,5,1,1,1,3,400,7,0,0,25,0
4058,749950,2350,1976,0,3,98155,1450,810,0,0,280,5,0,1,2,3,0,8,7,0,26,0
4059,635000,1640,1958,0,3,98133,1140,500,0,0,0,5,1,0,1,3,0,7,7,0,26,1
4060,625000,1090,1952,0,3,98055,0,0,0,0,0,1,0,0,1,3,0,6,0,0,23,0
4061,450000,960,1962,0,3,98146,0,0,0,0,0,5,0,0,1,3,270,7,0,2,23,0
